"exp","subject","scenario","round","agent","reward","outcome","effort","strength","prob"
"exp1",13,"F,L;L,L",2,1,20,1,100,10,50
"exp1",13,"F,L;L,L",2,2,20,1,100,10,100
"exp1",13,"F,L;L,L",3,1,20,1,20,10,70
"exp1",13,"F,L;L,L",3,2,20,1,80,10,70
"exp1",13,"F,L;F,L",1,1,10,0,NA,2,NA
"exp1",13,"F,L;F,L",1,2,10,1,80,10,NA
"exp1",13,"F,L;F,L",2,1,20,0,NA,2,100
"exp1",13,"F,L;F,L",2,2,20,1,100,10,100
"exp1",13,"F,L;F,L",3,1,20,1,20,2,80
"exp1",13,"F,L;F,L",3,2,20,1,80,10,80
"exp1",13,"L,L;L,L",1,1,10,1,100,10,NA
"exp1",13,"L,L;L,L",1,2,10,1,100,10,NA
"exp1",13,"L,L;L,L",2,1,20,1,100,10,100
"exp1",13,"L,L;L,L",2,2,20,1,100,10,100
"exp1",13,"L,L;L,L",3,1,20,1,50,10,100
"exp1",13,"L,L;L,L",3,2,20,1,50,10,100
"exp1",13,"F,F;L,L",1,1,10,0,NA,1,NA
"exp1",13,"F,F;L,L",1,2,10,0,NA,1,NA
"exp1",13,"F,F;L,L",2,1,20,1,80,8,0
"exp1",13,"F,F;L,L",2,2,20,1,70,8,0
"exp1",13,"F,F;L,L",3,1,20,1,50,8,0
"exp1",13,"F,F;L,L",3,2,20,1,50,8,0
"exp1",13,"F,F;F,L",1,1,10,0,NA,1,NA
"exp1",13,"F,F;F,L",1,2,10,0,NA,1,NA
"exp1",13,"F,F;F,L",2,1,20,0,NA,1,70
"exp1",13,"F,F;F,L",2,2,20,1,70,8,70
"exp1",13,"F,F;F,L",3,1,20,0,NA,1,0
"exp1",13,"F,F;F,L",3,2,20,0,NA,8,0
"exp1",14,"F,L;F,L",1,1,10,0,NA,3,NA
"exp1",14,"F,L;F,L",1,2,10,1,50,8,NA
"exp1",14,"F,L;F,L",2,1,20,0,NA,4,40
"exp1",14,"F,L;F,L",2,2,20,1,60,8,50
"exp1",14,"F,L;F,L",3,1,20,1,50,4,50
"exp1",14,"F,L;F,L",3,2,20,1,50,8,50
"exp1",14,"F,F;L,L",1,1,10,0,NA,6,NA
"exp1",14,"F,F;L,L",1,2,10,0,NA,5,NA
"exp1",14,"F,F;L,L",2,1,20,1,62,8,50
"exp1",14,"F,F;L,L",2,2,20,1,75,8,50
"exp1",14,"F,F;L,L",3,1,20,1,50,8,85
"exp1",14,"F,F;L,L",3,2,20,1,50,8,85
"exp1",14,"F,L;L,L",1,1,10,0,NA,2,NA
"exp1",14,"F,L;L,L",1,2,10,1,90,9,NA
"exp1",14,"F,L;L,L",2,1,20,1,100,6,20
"exp1",14,"F,L;L,L",2,2,20,1,85,8,85
"exp1",14,"F,L;L,L",3,1,20,1,50,6,90
"exp1",14,"F,L;L,L",3,2,20,1,50,8,90
"exp1",14,"F,F;F,L",1,1,10,0,NA,6,NA
"exp1",14,"F,F;F,L",1,2,10,0,NA,7,NA
"exp1",14,"F,F;F,L",2,1,20,0,NA,3,30
"exp1",14,"F,F;F,L",2,2,20,1,85,6,20
"exp1",14,"F,F;F,L",3,1,20,0,NA,2,65
"exp1",14,"F,F;F,L",3,2,20,0,NA,6,65
"exp1",14,"L,L;L,L",1,1,10,1,60,8,NA
"exp1",14,"L,L;L,L",1,2,10,1,60,8,NA
"exp1",14,"L,L;L,L",2,1,20,1,60,8,50
"exp1",14,"L,L;L,L",2,2,20,1,60,8,50
"exp1",14,"L,L;L,L",3,1,20,1,50,8,90
"exp1",14,"L,L;L,L",3,2,20,1,50,8,90
"exp1",14,"F,F;F,F",1,1,10,0,NA,6,NA
"exp1",14,"F,F;F,F",1,2,10,0,NA,5,NA
"exp1",14,"F,F;F,F",2,1,20,0,NA,3,50
"exp1",14,"F,F;F,F",2,2,20,0,NA,3,40
"exp1",14,"F,F;F,F",3,1,20,0,NA,3,10
"exp1",14,"F,F;F,F",3,2,20,0,NA,3,10
"exp1",15,"F,L;F,L",1,1,10,0,NA,4,NA
"exp1",15,"F,L;F,L",1,2,10,1,80,7,NA
"exp1",15,"F,L;F,L",2,1,20,0,NA,3,55
"exp1",15,"F,L;F,L",2,2,20,1,80,7,80
"exp1",15,"F,L;F,L",3,1,20,1,50,4,100
"exp1",15,"F,L;F,L",3,2,20,1,60,7,100
"exp1",15,"F,F;F,F",1,1,10,0,NA,5,NA
"exp1",15,"F,F;F,F",1,2,10,0,NA,5,NA
"exp1",15,"F,F;F,F",2,1,20,0,NA,3,55
"exp1",15,"F,F;F,F",2,2,20,0,NA,3,55
"exp1",15,"F,F;F,F",3,1,20,0,NA,3,75
"exp1",15,"F,F;F,F",3,2,20,0,NA,3,75
"exp1",15,"F,L;L,L",1,1,10,0,NA,4,NA
"exp1",15,"F,L;L,L",1,2,10,1,90,6,NA
"exp1",15,"F,L;L,L",2,1,20,1,100,5,50
"exp1",15,"F,L;L,L",2,2,20,1,90,6,80
"exp1",15,"F,L;L,L",3,1,20,1,50,5,100
"exp1",15,"F,L;L,L",3,2,20,1,50,6,100
"exp1",15,"F,F;L,L",1,1,10,0,NA,4,NA
"exp1",15,"F,F;L,L",1,2,10,0,NA,4,NA
"exp1",15,"F,F;L,L",2,1,20,1,100,5,50
"exp1",15,"F,F;L,L",2,2,20,1,100,5,50
"exp1",15,"F,F;L,L",3,1,20,1,50,5,100
"exp1",15,"F,F;L,L",3,2,20,1,50,5,100
"exp1",15,"L,L;L,L",1,1,10,1,90,6,NA
"exp1",15,"L,L;L,L",1,2,10,1,90,6,NA
"exp1",15,"L,L;L,L",2,1,20,1,50,6,90
"exp1",15,"L,L;L,L",2,2,20,1,50,6,90
"exp1",15,"L,L;L,L",3,1,20,1,50,6,100
"exp1",15,"L,L;L,L",3,2,20,1,50,6,100
"exp1",15,"F,F;F,L",1,1,10,0,NA,5,NA
"exp1",15,"F,F;F,L",1,2,10,0,NA,5,NA
"exp1",15,"F,F;F,L",2,1,20,0,NA,4,50
"exp1",15,"F,F;F,L",2,2,20,1,100,5,50
"exp1",15,"F,F;F,L",3,1,20,0,NA,4,100
"exp1",15,"F,F;F,L",3,2,20,0,NA,4,100
"exp1",16,"F,L;F,L",1,1,10,0,NA,4,NA
"exp1",16,"F,L;F,L",1,2,10,1,50,10,NA
"exp1",16,"F,L;F,L",2,1,20,0,NA,4,40
"exp1",16,"F,L;F,L",2,2,20,1,50,10,100
"exp1",16,"F,L;F,L",3,1,20,1,100,4,40
"exp1",16,"F,L;F,L",3,2,20,1,55,10,40
"exp1",16,"F,F;L,L",1,1,10,0,NA,5,NA
"exp1",16,"F,F;L,L",1,2,10,0,NA,5,NA
"exp1",16,"F,F;L,L",2,1,20,1,50,10,50
"exp1",16,"F,F;L,L",2,2,20,1,50,10,50
"exp1",16,"F,F;L,L",3,1,20,1,50,10,100
"exp1",16,"F,F;L,L",3,2,20,1,50,10,100
"exp1",16,"F,F;F,L",1,1,10,0,NA,4,NA
"exp1",16,"F,F;F,L",1,2,10,0,NA,4,NA
"exp1",16,"F,F;F,L",2,1,20,0,NA,4,40
"exp1",16,"F,F;F,L",2,2,20,1,100,5,40
"exp1",16,"F,F;F,L",3,1,20,0,NA,4,25
"exp1",16,"F,F;F,L",3,2,20,0,NA,4,25
"exp1",16,"L,L;L,L",1,1,10,1,50,10,NA
"exp1",16,"L,L;L,L",1,2,10,1,50,10,NA
"exp1",16,"L,L;L,L",2,1,20,1,50,10,100
"exp1",16,"L,L;L,L",2,2,20,1,50,10,100
"exp1",16,"L,L;L,L",3,1,20,1,50,10,100
"exp1",16,"L,L;L,L",3,2,20,1,50,10,100
"exp1",16,"F,F;F,F",1,1,10,0,NA,4,NA
"exp1",16,"F,F;F,F",1,2,10,0,NA,4,NA
"exp1",16,"F,F;F,F",2,1,20,0,NA,4,40
"exp1",16,"F,F;F,F",2,2,20,0,NA,4,40
"exp1",16,"F,F;F,F",3,1,20,0,NA,4,0
"exp1",16,"F,F;F,F",3,2,20,0,NA,4,0
"exp1",16,"F,L;L,L",1,1,10,0,NA,4,NA
"exp1",16,"F,L;L,L",1,2,10,1,50,10,NA
"exp1",16,"F,L;L,L",2,1,20,1,100,5,40
"exp1",16,"F,L;L,L",2,2,20,1,50,10,100
"exp1",16,"F,L;L,L",3,1,20,1,100,5,100
"exp1",16,"F,L;L,L",3,2,20,1,50,10,100
"exp1",17,"F,F;F,F",1,1,10,0,NA,2,NA
"exp1",17,"F,F;F,F",1,2,10,0,NA,2,NA
"exp1",17,"F,F;F,F",2,1,20,0,NA,2,20
"exp1",17,"F,F;F,F",2,2,20,0,NA,3,20
"exp1",17,"F,F;F,F",3,1,20,0,NA,2,50
"exp1",17,"F,F;F,F",3,2,20,0,NA,2,50
"exp1",17,"F,L;L,L",1,1,10,0,NA,4,NA
"exp1",17,"F,L;L,L",1,2,10,1,60,6,NA
"exp1",17,"F,L;L,L",2,1,20,1,100,5,30
"exp1",17,"F,L;L,L",2,2,20,1,60,8,80
"exp1",17,"F,L;L,L",3,1,20,1,90,5,95
"exp1",17,"F,L;L,L",3,2,20,1,50,8,95
"exp1",17,"F,F;F,L",1,1,10,0,NA,2,NA
"exp1",17,"F,F;F,L",1,2,10,0,NA,2,NA
"exp1",17,"F,F;F,L",2,1,20,0,NA,2,40
"exp1",17,"F,F;F,L",2,2,20,1,90,6,40
"exp1",17,"F,F;F,L",3,1,20,0,NA,1,70
"exp1",17,"F,F;F,L",3,2,20,0,NA,5,70
"exp1",17,"F,F;L,L",1,1,10,0,NA,2,NA
"exp1",17,"F,F;L,L",1,2,10,0,NA,2,NA
"exp1",17,"F,F;L,L",2,1,20,1,90,7,50
"exp1",17,"F,F;L,L",2,2,20,1,90,7,50
"exp1",17,"F,F;L,L",3,1,20,1,80,9,95
"exp1",17,"F,F;L,L",3,2,20,1,80,9,95
"exp1",17,"L,L;L,L",1,1,10,1,60,9,NA
"exp1",17,"L,L;L,L",1,2,10,1,60,9,NA
"exp1",17,"L,L;L,L",2,1,20,1,60,9,100
"exp1",17,"L,L;L,L",2,2,20,1,60,9,100
"exp1",17,"L,L;L,L",3,1,20,1,25,9,100
"exp1",17,"L,L;L,L",3,2,20,1,25,9,100
"exp1",17,"F,L;F,L",1,1,10,0,NA,2,NA
"exp1",17,"F,L;F,L",1,2,10,1,80,8,NA
"exp1",17,"F,L;F,L",2,1,20,0,NA,2,50
"exp1",17,"F,L;F,L",2,2,20,1,80,8,90
"exp1",17,"F,L;F,L",3,1,20,1,100,2,75
"exp1",17,"F,L;F,L",3,2,20,1,80,8,75
"exp1",18,"F,F;F,L",1,1,10,0,NA,4,NA
"exp1",18,"F,F;F,L",1,2,10,0,NA,3,NA
"exp1",18,"F,F;F,L",2,1,20,0,NA,4,50
"exp1",18,"F,F;F,L",2,2,20,1,90,7,60
"exp1",18,"F,F;F,L",3,1,20,0,NA,2,100
"exp1",18,"F,F;F,L",3,2,20,0,NA,7,100
"exp1",18,"F,L;F,L",1,1,10,0,NA,6,NA
"exp1",18,"F,L;F,L",1,2,10,1,70,8,NA
"exp1",18,"F,L;F,L",2,1,20,0,NA,2,70
"exp1",18,"F,L;F,L",2,2,20,1,85,8,90
"exp1",18,"F,L;F,L",3,1,20,1,90,3,100
"exp1",18,"F,L;F,L",3,2,20,1,60,8,100
"exp1",18,"L,L;L,L",1,1,10,1,70,6,NA
"exp1",18,"L,L;L,L",1,2,10,1,70,8,NA
"exp1",18,"L,L;L,L",2,1,20,1,80,7,80
"exp1",18,"L,L;L,L",2,2,20,1,80,7,90
"exp1",18,"L,L;L,L",3,1,20,1,70,7,100
"exp1",18,"L,L;L,L",3,2,20,1,70,7,100
"exp1",18,"F,F;F,F",1,1,10,0,NA,5,NA
"exp1",18,"F,F;F,F",1,2,10,0,NA,4,NA
"exp1",18,"F,F;F,F",2,1,20,0,NA,3,50
"exp1",18,"F,F;F,F",2,2,20,0,NA,3,35
"exp1",18,"F,F;F,F",3,1,20,0,NA,3,70
"exp1",18,"F,F;F,F",3,2,20,0,NA,3,70
"exp1",18,"F,F;L,L",1,1,10,0,NA,6,NA
"exp1",18,"F,F;L,L",1,2,10,0,NA,4,NA
"exp1",18,"F,F;L,L",2,1,20,1,70,6,80
"exp1",18,"F,F;L,L",2,2,20,1,70,8,40
"exp1",18,"F,F;L,L",3,1,20,1,40,6,100
"exp1",18,"F,F;L,L",3,2,20,1,40,7,100
"exp1",18,"F,L;L,L",1,1,10,0,NA,7,NA
"exp1",18,"F,L;L,L",1,2,10,1,50,9,NA
"exp1",18,"F,L;L,L",2,1,20,1,100,8,80
"exp1",18,"F,L;L,L",2,2,20,1,80,8,90
"exp1",18,"F,L;L,L",3,1,20,1,40,8,100
"exp1",18,"F,L;L,L",3,2,20,1,40,8,100
"exp1",19,"L,L;L,L",1,1,10,1,100,5,NA
"exp1",19,"L,L;L,L",1,2,10,1,100,5,NA
"exp1",19,"L,L;L,L",2,1,20,1,100,5,100
"exp1",19,"L,L;L,L",2,2,20,1,100,5,100
"exp1",19,"L,L;L,L",3,1,20,1,100,5,100
"exp1",19,"L,L;L,L",3,2,20,1,100,5,100
"exp1",19,"F,F;L,L",1,1,10,0,NA,1,NA
"exp1",19,"F,F;L,L",1,2,10,0,NA,1,NA
"exp1",19,"F,F;L,L",2,1,20,1,50,5,50
"exp1",19,"F,F;L,L",2,2,20,1,50,5,50
"exp1",19,"F,F;L,L",3,1,20,1,100,5,75
"exp1",19,"F,F;L,L",3,2,20,1,100,5,75
"exp1",19,"F,L;L,L",1,1,10,0,NA,1,NA
"exp1",19,"F,L;L,L",1,2,10,1,100,5,NA
"exp1",19,"F,L;L,L",2,1,20,1,100,5,50
"exp1",19,"F,L;L,L",2,2,20,1,100,5,100
"exp1",19,"F,L;L,L",3,1,20,1,100,5,100
"exp1",19,"F,L;L,L",3,2,20,1,100,6,100
"exp1",19,"F,F;F,F",1,1,10,0,NA,4,NA
"exp1",19,"F,F;F,F",1,2,10,0,NA,4,NA
"exp1",19,"F,F;F,F",2,1,20,0,NA,1,50
"exp1",19,"F,F;F,F",2,2,20,0,NA,1,50
"exp1",19,"F,F;F,F",3,1,20,0,NA,1,50
"exp1",19,"F,F;F,F",3,2,20,0,NA,1,50
"exp1",19,"F,F;F,L",1,1,10,0,NA,1,NA
"exp1",19,"F,F;F,L",1,2,10,0,NA,1,NA
"exp1",19,"F,F;F,L",2,1,20,0,NA,1,50
"exp1",19,"F,F;F,L",2,2,20,1,50,5,50
"exp1",19,"F,F;F,L",3,1,20,0,NA,1,40
"exp1",19,"F,F;F,L",3,2,20,0,NA,5,40
"exp1",19,"F,L;F,L",1,1,10,0,NA,1,NA
"exp1",19,"F,L;F,L",1,2,10,1,100,5,NA
"exp1",19,"F,L;F,L",2,1,20,0,NA,1,50
"exp1",19,"F,L;F,L",2,2,20,1,100,6,100
"exp1",19,"F,L;F,L",3,1,20,1,50,4,50
"exp1",19,"F,L;F,L",3,2,20,1,100,6,50
"exp1",20,"L,L;L,L",1,1,10,1,5,4,NA
"exp1",20,"L,L;L,L",1,2,10,1,5,4,NA
"exp1",20,"L,L;L,L",2,1,20,1,70,8,50
"exp1",20,"L,L;L,L",2,2,20,1,70,8,50
"exp1",20,"L,L;L,L",3,1,20,1,80,7,100
"exp1",20,"L,L;L,L",3,2,20,1,80,7,100
"exp1",20,"F,F;L,L",1,1,10,0,NA,4,NA
"exp1",20,"F,F;L,L",1,2,10,0,NA,4,NA
"exp1",20,"F,F;L,L",2,1,20,1,90,6,10
"exp1",20,"F,F;L,L",2,2,20,1,90,6,10
"exp1",20,"F,F;L,L",3,1,20,1,70,6,50
"exp1",20,"F,F;L,L",3,2,20,1,70,6,50
"exp1",20,"F,L;F,L",1,1,10,0,NA,3,NA
"exp1",20,"F,L;F,L",1,2,10,1,60,6,NA
"exp1",20,"F,L;F,L",2,1,20,0,NA,2,20
"exp1",20,"F,L;F,L",2,2,20,1,80,7,70
"exp1",20,"F,L;F,L",3,1,20,1,70,2,65
"exp1",20,"F,L;F,L",3,2,20,1,80,6,65
"exp1",20,"F,L;L,L",1,1,10,0,NA,3,NA
"exp1",20,"F,L;L,L",1,2,10,1,60,6,NA
"exp1",20,"F,L;L,L",2,1,20,1,70,5,20
"exp1",20,"F,L;L,L",2,2,20,1,80,7,60
"exp1",20,"F,L;L,L",3,1,20,1,60,5,80
"exp1",20,"F,L;L,L",3,2,20,1,80,8,80
"exp1",20,"F,F;F,F",1,1,10,0,NA,2,NA
"exp1",20,"F,F;F,F",1,2,10,0,NA,3,NA
"exp1",20,"F,F;F,F",2,1,20,0,NA,2,10
"exp1",20,"F,F;F,F",2,2,20,0,NA,2,20
"exp1",20,"F,F;F,F",3,1,20,0,NA,2,40
"exp1",20,"F,F;F,F",3,2,20,0,NA,2,40
"exp1",20,"F,F;F,L",1,1,10,0,NA,2,NA
"exp1",20,"F,F;F,L",1,2,10,0,NA,2,NA
"exp1",20,"F,F;F,L",2,1,20,0,NA,2,20
"exp1",20,"F,F;F,L",2,2,20,1,80,6,20
"exp1",20,"F,F;F,L",3,1,20,0,NA,2,55
"exp1",20,"F,F;F,L",3,2,20,0,NA,4,55
"exp1",21,"F,F;L,L",1,1,10,0,NA,2,NA
"exp1",21,"F,F;L,L",1,2,10,0,NA,3,NA
"exp1",21,"F,F;L,L",2,1,20,1,100,6,20
"exp1",21,"F,F;L,L",2,2,20,1,100,6,30
"exp1",21,"F,F;L,L",3,1,20,1,80,6,100
"exp1",21,"F,F;L,L",3,2,20,1,80,6,100
"exp1",21,"F,F;F,L",1,1,10,0,NA,4,NA
"exp1",21,"F,F;F,L",1,2,10,0,NA,4,NA
"exp1",21,"F,F;F,L",2,1,20,0,NA,4,60
"exp1",21,"F,F;F,L",2,2,20,1,90,7,70
"exp1",21,"F,F;F,L",3,1,20,0,NA,4,100
"exp1",21,"F,F;F,L",3,2,20,0,NA,5,100
"exp1",21,"F,L;L,L",1,1,10,0,NA,5,NA
"exp1",21,"F,L;L,L",1,2,10,1,90,8,NA
"exp1",21,"F,L;L,L",2,1,20,1,100,6,60
"exp1",21,"F,L;L,L",2,2,20,1,90,9,90
"exp1",21,"F,L;L,L",3,1,20,1,100,6,90
"exp1",21,"F,L;L,L",3,2,20,1,100,9,90
"exp1",21,"F,F;F,F",1,1,10,0,NA,5,NA
"exp1",21,"F,F;F,F",1,2,10,0,NA,5,NA
"exp1",21,"F,F;F,F",2,1,20,0,NA,3,60
"exp1",21,"F,F;F,F",2,2,20,0,NA,3,50
"exp1",21,"F,F;F,F",3,1,20,0,NA,2,40
"exp1",21,"F,F;F,F",3,2,20,0,NA,2,40
"exp1",21,"F,L;F,L",1,1,10,0,NA,3,NA
"exp1",21,"F,L;F,L",1,2,10,1,80,8,NA
"exp1",21,"F,L;F,L",2,1,20,0,NA,2,40
"exp1",21,"F,L;F,L",2,2,20,1,90,8,80
"exp1",21,"F,L;F,L",3,1,20,1,100,4,70
"exp1",21,"F,L;F,L",3,2,20,1,80,9,70
"exp1",21,"L,L;L,L",1,1,10,1,70,8,NA
"exp1",21,"L,L;L,L",1,2,10,1,70,8,NA
"exp1",21,"L,L;L,L",2,1,20,1,70,10,90
"exp1",21,"L,L;L,L",2,2,20,1,70,10,90
"exp1",21,"L,L;L,L",3,1,20,1,60,10,100
"exp1",21,"L,L;L,L",3,2,20,1,60,10,100
"exp1",22,"F,F;F,L",1,1,10,0,NA,5,NA
"exp1",22,"F,F;F,L",1,2,10,0,NA,5,NA
"exp1",22,"F,F;F,L",2,1,20,0,NA,2,5
"exp1",22,"F,F;F,L",2,2,20,1,8,8,5
"exp1",22,"F,F;F,L",3,1,20,0,NA,1,100
"exp1",22,"F,F;F,L",3,2,20,0,NA,5,100
"exp1",22,"F,F;F,F",1,1,10,0,NA,5,NA
"exp1",22,"F,F;F,F",1,2,10,0,NA,5,NA
"exp1",22,"F,F;F,F",2,1,20,0,NA,1,50
"exp1",22,"F,F;F,F",2,2,20,0,NA,1,50
"exp1",22,"F,F;F,F",3,1,20,0,NA,1,0
"exp1",22,"F,F;F,F",3,2,20,0,NA,1,0
"exp1",22,"L,L;L,L",1,1,10,1,50,8,NA
"exp1",22,"L,L;L,L",1,2,10,1,50,8,NA
"exp1",22,"L,L;L,L",2,1,20,1,50,10,100
"exp1",22,"L,L;L,L",2,2,20,1,50,10,100
"exp1",22,"L,L;L,L",3,1,20,1,50,10,100
"exp1",22,"L,L;L,L",3,2,20,1,50,10,100
"exp1",22,"F,L;L,L",1,1,10,0,NA,2,NA
"exp1",22,"F,L;L,L",1,2,10,1,80,6,NA
"exp1",22,"F,L;L,L",2,1,20,1,100,7,20
"exp1",22,"F,L;L,L",2,2,20,1,70,8,90
"exp1",22,"F,L;L,L",3,1,20,1,100,6,90
"exp1",22,"F,L;L,L",3,2,20,1,70,8,90
"exp1",22,"F,F;L,L",1,1,10,0,NA,1,NA
"exp1",22,"F,F;L,L",1,2,10,0,NA,1,NA
"exp1",22,"F,F;L,L",2,1,20,1,100,5,30
"exp1",22,"F,F;L,L",2,2,20,1,100,5,30
"exp1",22,"F,F;L,L",3,1,20,1,50,5,80
"exp1",22,"F,F;L,L",3,2,20,1,50,5,80
"exp1",22,"F,L;F,L",1,1,10,0,NA,5,NA
"exp1",22,"F,L;F,L",1,2,10,1,50,10,NA
"exp1",22,"F,L;F,L",2,1,20,0,NA,1,50
"exp1",22,"F,L;F,L",2,2,20,1,60,8,100
"exp1",22,"F,L;F,L",3,1,20,1,100,2,30
"exp1",22,"F,L;F,L",3,2,20,1,70,8,30
"exp1",23,"F,F;F,F",1,1,10,0,NA,4,NA
"exp1",23,"F,F;F,F",1,2,10,0,NA,4,NA
"exp1",23,"F,F;F,F",2,1,20,0,NA,3,50
"exp1",23,"F,F;F,F",2,2,20,0,NA,3,50
"exp1",23,"F,F;F,F",3,1,20,0,NA,2,70
"exp1",23,"F,F;F,F",3,2,20,0,NA,2,70
"exp1",23,"F,L;F,L",1,1,10,0,NA,4,NA
"exp1",23,"F,L;F,L",1,2,10,1,8,7,NA
"exp1",23,"F,L;F,L",2,1,20,0,NA,3,40
"exp1",23,"F,L;F,L",2,2,20,1,8,8,100
"exp1",23,"F,L;F,L",3,1,20,1,80,3,100
"exp1",23,"F,L;F,L",3,2,20,1,80,8,100
"exp1",23,"L,L;L,L",1,1,10,1,50,9,NA
"exp1",23,"L,L;L,L",1,2,10,1,50,9,NA
"exp1",23,"L,L;L,L",2,1,20,1,50,9,100
"exp1",23,"L,L;L,L",2,2,20,1,50,9,100
"exp1",23,"L,L;L,L",3,1,20,1,25,9,100
"exp1",23,"L,L;L,L",3,2,20,1,25,9,100
"exp1",23,"F,F;L,L",1,1,10,0,NA,3,NA
"exp1",23,"F,F;L,L",1,2,10,0,NA,3,NA
"exp1",23,"F,F;L,L",2,1,20,1,100,6,20
"exp1",23,"F,F;L,L",2,2,20,1,100,6,20
"exp1",23,"F,F;L,L",3,1,20,1,50,6,100
"exp1",23,"F,F;L,L",3,2,20,1,50,6,100
"exp1",23,"F,F;F,L",1,1,10,0,NA,3,NA
"exp1",23,"F,F;F,L",1,2,10,0,NA,3,NA
"exp1",23,"F,F;F,L",2,1,20,0,NA,3,25
"exp1",23,"F,F;F,L",2,2,20,1,100,6,25
"exp1",23,"F,F;F,L",3,1,20,0,NA,6,100
"exp1",23,"F,F;F,L",3,2,20,0,NA,3,100
"exp1",23,"F,L;L,L",1,1,10,0,NA,3,NA
"exp1",23,"F,L;L,L",1,2,10,1,100,6,NA
"exp1",23,"F,L;L,L",2,1,20,1,100,6,25
"exp1",23,"F,L;L,L",2,2,20,1,75,8,100
"exp1",23,"F,L;L,L",3,1,20,1,80,6,100
"exp1",23,"F,L;L,L",3,2,20,1,50,8,100
"exp1",24,"L,L;L,L",1,1,10,1,70,7,NA
"exp1",24,"L,L;L,L",1,2,10,1,80,6,NA
"exp1",24,"L,L;L,L",2,1,20,1,75,8,75
"exp1",24,"L,L;L,L",2,2,20,1,75,8,95
"exp1",24,"L,L;L,L",3,1,20,1,50,7,95
"exp1",24,"L,L;L,L",3,2,20,1,50,7,95
"exp1",24,"F,L;L,L",1,1,10,0,NA,3,NA
"exp1",24,"F,L;L,L",1,2,10,1,90,6,NA
"exp1",24,"F,L;L,L",2,1,20,1,99,5,40
"exp1",24,"F,L;L,L",2,2,20,1,75,7,75
"exp1",24,"F,L;L,L",3,1,20,1,100,4,80
"exp1",24,"F,L;L,L",3,2,20,1,75,7,80
"exp1",24,"F,F;L,L",1,1,10,0,NA,3,NA
"exp1",24,"F,F;L,L",1,2,10,0,NA,3,NA
"exp1",24,"F,F;L,L",2,1,20,1,85,5,50
"exp1",24,"F,F;L,L",2,2,20,1,90,5,50
"exp1",24,"F,F;L,L",3,1,20,1,90,4,73
"exp1",24,"F,F;L,L",3,2,20,1,90,4,73
"exp1",24,"F,F;F,L",1,1,10,0,NA,2,NA
"exp1",24,"F,F;F,L",1,2,10,0,NA,2,NA
"exp1",24,"F,F;F,L",2,1,20,0,NA,2,30
"exp1",24,"F,F;F,L",2,2,20,1,99,4,30
"exp1",24,"F,F;F,L",3,1,20,0,NA,2,50
"exp1",24,"F,F;F,L",3,2,20,0,NA,2,50
"exp1",24,"F,L;F,L",1,1,10,0,NA,1,NA
"exp1",24,"F,L;F,L",1,2,10,1,85,7,NA
"exp1",24,"F,L;F,L",2,1,20,0,NA,1,35
"exp1",24,"F,L;F,L",2,2,20,1,85,7,75
"exp1",24,"F,L;F,L",3,1,20,1,75,1,65
"exp1",24,"F,L;F,L",3,2,20,1,100,8,65
"exp1",24,"F,F;F,F",1,1,10,0,NA,1,NA
"exp1",24,"F,F;F,F",1,2,10,0,NA,1,NA
"exp1",24,"F,F;F,F",2,1,20,0,NA,1,10
"exp1",24,"F,F;F,F",2,2,20,0,NA,1,10
"exp1",24,"F,F;F,F",3,1,20,0,NA,1,15
"exp1",24,"F,F;F,F",3,2,20,0,NA,1,15
"exp1",25,"F,L;F,L",1,1,10,0,NA,3,NA
"exp1",25,"F,L;F,L",1,2,10,1,9,7,NA
"exp1",25,"F,L;F,L",2,1,20,0,NA,2,10
"exp1",25,"F,L;F,L",2,2,20,1,100,8,70
"exp1",25,"F,L;F,L",3,1,20,1,100,1,70
"exp1",25,"F,L;F,L",3,2,20,1,70,7,70
"exp1",25,"L,L;L,L",1,1,10,1,70,5,NA
"exp1",25,"L,L;L,L",1,2,10,1,70,5,NA
"exp1",25,"L,L;L,L",2,1,20,1,70,7,100
"exp1",25,"L,L;L,L",2,2,20,1,70,7,100
"exp1",25,"L,L;L,L",3,1,20,1,50,7,100
"exp1",25,"L,L;L,L",3,2,20,1,50,7,100
"exp1",25,"F,F;F,F",1,1,10,0,NA,3,NA
"exp1",25,"F,F;F,F",1,2,10,0,NA,3,NA
"exp1",25,"F,F;F,F",2,1,20,0,NA,2,50
"exp1",25,"F,F;F,F",2,2,20,0,NA,2,50
"exp1",25,"F,F;F,F",3,1,20,0,NA,1,50
"exp1",25,"F,F;F,F",3,2,20,0,NA,1,50
"exp1",25,"F,F;F,L",1,1,10,0,NA,4,NA
"exp1",25,"F,F;F,L",1,2,10,0,NA,4,NA
"exp1",25,"F,F;F,L",2,1,20,0,NA,3,50
"exp1",25,"F,F;F,L",2,2,20,1,70,7,50
"exp1",25,"F,F;F,L",3,1,20,0,NA,2,60
"exp1",25,"F,F;F,L",3,2,20,0,NA,7,60
"exp1",25,"F,L;L,L",1,1,10,0,NA,2,NA
"exp1",25,"F,L;L,L",1,2,10,1,70,7,NA
"exp1",25,"F,L;L,L",2,1,20,1,70,7,50
"exp1",25,"F,L;L,L",2,2,20,1,70,7,100
"exp1",25,"F,L;L,L",3,1,20,1,50,8,100
