"subject","contest","agent","scenario","exp","effort","strength","outcome","prob","round","reward"
13,4,1,"L,L;L,L","index1",100,10,1,NA,1,10
13,4,2,"L,L;L,L","index1",100,10,1,NA,1,10
13,4,1,"L,L;L,L","index1",100,10,1,100,2,20
13,4,2,"L,L;L,L","index1",100,10,1,100,2,20
13,4,1,"L,L;L,L","index1",50,10,1,100,3,20
13,4,2,"L,L;L,L","index1",50,10,1,100,3,20
13,5,1,"F,F;L,L","index1",NA,1,0,NA,1,10
13,5,2,"F,F;L,L","index1",NA,1,0,NA,1,10
13,5,1,"F,F;L,L","index1",80,8,1,0,2,20
13,5,2,"F,F;L,L","index1",70,8,1,0,2,20
13,5,1,"F,F;L,L","index1",50,8,1,0,3,20
13,5,2,"F,F;L,L","index1",50,8,1,0,3,20
13,6,1,"F,F;F,L","index1",NA,1,0,NA,1,10
13,6,2,"F,F;F,L","index1",NA,1,0,NA,1,10
13,6,1,"F,F;F,L","index1",NA,1,0,70,2,20
13,6,2,"F,F;F,L","index1",70,8,1,70,2,20
13,6,1,"F,F;F,L","index1",NA,1,0,0,3,20
13,6,2,"F,F;F,L","index1",NA,8,0,0,3,20
14,1,1,"F,L;F,L","index1",NA,3,0,NA,1,10
14,1,2,"F,L;F,L","index1",50,8,1,NA,1,10
14,1,1,"F,L;F,L","index1",NA,4,0,40,2,20
14,1,2,"F,L;F,L","index1",60,8,1,50,2,20
14,1,1,"F,L;F,L","index1",50,4,1,50,3,20
14,1,2,"F,L;F,L","index1",50,8,1,50,3,20
14,2,1,"F,F;L,L","index1",NA,6,0,NA,1,10
14,2,2,"F,F;L,L","index1",NA,5,0,NA,1,10
14,2,1,"F,F;L,L","index1",62,8,1,50,2,20
14,2,2,"F,F;L,L","index1",75,8,1,50,2,20
14,2,1,"F,F;L,L","index1",50,8,1,85,3,20
14,2,2,"F,F;L,L","index1",50,8,1,85,3,20
14,3,1,"F,L;L,L","index1",NA,2,0,NA,1,10
14,3,2,"F,L;L,L","index1",90,9,1,NA,1,10
14,3,1,"F,L;L,L","index1",100,6,1,20,2,20
14,3,2,"F,L;L,L","index1",85,8,1,85,2,20
14,3,1,"F,L;L,L","index1",50,6,1,90,3,20
14,3,2,"F,L;L,L","index1",50,8,1,90,3,20
14,4,1,"F,F;F,L","index1",NA,6,0,NA,1,10
14,4,2,"F,F;F,L","index1",NA,7,0,NA,1,10
14,4,1,"F,F;F,L","index1",NA,3,0,30,2,20
14,4,2,"F,F;F,L","index1",85,6,1,20,2,20
14,4,1,"F,F;F,L","index1",NA,2,0,65,3,20
14,4,2,"F,F;F,L","index1",NA,6,0,65,3,20
14,5,1,"L,L;L,L","index1",60,8,1,NA,1,10
14,5,2,"L,L;L,L","index1",60,8,1,NA,1,10
14,5,1,"L,L;L,L","index1",60,8,1,50,2,20
14,5,2,"L,L;L,L","index1",60,8,1,50,2,20
14,5,1,"L,L;L,L","index1",50,8,1,90,3,20
14,5,2,"L,L;L,L","index1",50,8,1,90,3,20
14,6,1,"F,F;F,F","index1",NA,6,0,NA,1,10
14,6,2,"F,F;F,F","index1",NA,5,0,NA,1,10
14,6,1,"F,F;F,F","index1",NA,3,0,50,2,20
14,6,2,"F,F;F,F","index1",NA,3,0,40,2,20
14,6,1,"F,F;F,F","index1",NA,3,0,10,3,20
14,6,2,"F,F;F,F","index1",NA,3,0,10,3,20
15,1,1,"F,L;F,L","index1",NA,4,0,NA,1,10
15,1,2,"F,L;F,L","index1",80,7,1,NA,1,10
15,1,1,"F,L;F,L","index1",NA,3,0,55,2,20
15,1,2,"F,L;F,L","index1",80,7,1,80,2,20
15,1,1,"F,L;F,L","index1",50,4,1,100,3,20
15,1,2,"F,L;F,L","index1",60,7,1,100,3,20
15,2,1,"F,F;F,F","index1",NA,5,0,NA,1,10
15,2,2,"F,F;F,F","index1",NA,5,0,NA,1,10
15,2,1,"F,F;F,F","index1",NA,3,0,55,2,20
15,2,2,"F,F;F,F","index1",NA,3,0,55,2,20
15,2,1,"F,F;F,F","index1",NA,3,0,75,3,20
15,2,2,"F,F;F,F","index1",NA,3,0,75,3,20
15,3,1,"F,L;L,L","index1",NA,4,0,NA,1,10
15,3,2,"F,L;L,L","index1",90,6,1,NA,1,10
15,3,1,"F,L;L,L","index1",100,5,1,50,2,20
15,3,2,"F,L;L,L","index1",90,6,1,80,2,20
15,3,1,"F,L;L,L","index1",50,5,1,100,3,20
15,3,2,"F,L;L,L","index1",50,6,1,100,3,20
15,4,1,"F,F;L,L","index1",NA,4,0,NA,1,10
15,4,2,"F,F;L,L","index1",NA,4,0,NA,1,10
15,4,1,"F,F;L,L","index1",100,5,1,50,2,20
15,4,2,"F,F;L,L","index1",100,5,1,50,2,20
15,4,1,"F,F;L,L","index1",50,5,1,100,3,20
15,4,2,"F,F;L,L","index1",50,5,1,100,3,20
15,5,1,"L,L;L,L","index1",90,6,1,NA,1,10
15,5,2,"L,L;L,L","index1",90,6,1,NA,1,10
15,5,1,"L,L;L,L","index1",50,6,1,90,2,20
15,5,2,"L,L;L,L","index1",50,6,1,90,2,20
15,5,1,"L,L;L,L","index1",50,6,1,100,3,20
15,5,2,"L,L;L,L","index1",50,6,1,100,3,20
15,6,1,"F,F;F,L","index1",NA,5,0,NA,1,10
15,6,2,"F,F;F,L","index1",NA,5,0,NA,1,10
15,6,1,"F,F;F,L","index1",NA,4,0,50,2,20
15,6,2,"F,F;F,L","index1",100,5,1,50,2,20
15,6,1,"F,F;F,L","index1",NA,4,0,100,3,20
15,6,2,"F,F;F,L","index1",NA,4,0,100,3,20
16,1,1,"F,L;F,L","index1",NA,4,0,NA,1,10
16,1,2,"F,L;F,L","index1",50,10,1,NA,1,10
16,1,1,"F,L;F,L","index1",NA,4,0,40,2,20
16,1,2,"F,L;F,L","index1",50,10,1,100,2,20
16,1,1,"F,L;F,L","index1",100,4,1,40,3,20
16,1,2,"F,L;F,L","index1",55,10,1,40,3,20
16,2,1,"F,F;L,L","index1",NA,5,0,NA,1,10
16,2,2,"F,F;L,L","index1",NA,5,0,NA,1,10
16,2,1,"F,F;L,L","index1",50,10,1,50,2,20
16,2,2,"F,F;L,L","index1",50,10,1,50,2,20
16,2,1,"F,F;L,L","index1",50,10,1,100,3,20
16,2,2,"F,F;L,L","index1",50,10,1,100,3,20
16,3,1,"F,F;F,L","index1",NA,4,0,NA,1,10
16,3,2,"F,F;F,L","index1",NA,4,0,NA,1,10
16,3,1,"F,F;F,L","index1",NA,4,0,40,2,20
16,3,2,"F,F;F,L","index1",100,5,1,40,2,20
16,3,1,"F,F;F,L","index1",NA,4,0,25,3,20
16,3,2,"F,F;F,L","index1",NA,4,0,25,3,20
16,4,1,"L,L;L,L","index1",50,10,1,NA,1,10
16,4,2,"L,L;L,L","index1",50,10,1,NA,1,10
16,4,1,"L,L;L,L","index1",50,10,1,100,2,20
16,4,2,"L,L;L,L","index1",50,10,1,100,2,20
16,4,1,"L,L;L,L","index1",50,10,1,100,3,20
16,4,2,"L,L;L,L","index1",50,10,1,100,3,20
16,5,1,"F,F;F,F","index1",NA,4,0,NA,1,10
16,5,2,"F,F;F,F","index1",NA,4,0,NA,1,10
16,5,1,"F,F;F,F","index1",NA,4,0,40,2,20
16,5,2,"F,F;F,F","index1",NA,4,0,40,2,20
16,5,1,"F,F;F,F","index1",NA,4,0,0,3,20
16,5,2,"F,F;F,F","index1",NA,4,0,0,3,20
16,6,1,"F,L;L,L","index1",NA,4,0,NA,1,10
16,6,2,"F,L;L,L","index1",50,10,1,NA,1,10
16,6,1,"F,L;L,L","index1",100,5,1,40,2,20
16,6,2,"F,L;L,L","index1",50,10,1,100,2,20
16,6,1,"F,L;L,L","index1",100,5,1,100,3,20
16,6,2,"F,L;L,L","index1",50,10,1,100,3,20
17,1,1,"F,F;F,F","index1",NA,2,0,NA,1,10
17,1,2,"F,F;F,F","index1",NA,2,0,NA,1,10
17,1,1,"F,F;F,F","index1",NA,2,0,20,2,20
17,1,2,"F,F;F,F","index1",NA,3,0,20,2,20
17,1,1,"F,F;F,F","index1",NA,2,0,50,3,20
17,1,2,"F,F;F,F","index1",NA,2,0,50,3,20
17,2,1,"F,L;L,L","index1",NA,4,0,NA,1,10
17,2,2,"F,L;L,L","index1",60,6,1,NA,1,10
17,2,1,"F,L;L,L","index1",100,5,1,30,2,20
17,2,2,"F,L;L,L","index1",60,8,1,80,2,20
17,2,1,"F,L;L,L","index1",90,5,1,95,3,20
17,2,2,"F,L;L,L","index1",50,8,1,95,3,20
17,3,1,"F,F;F,L","index1",NA,2,0,NA,1,10
17,3,2,"F,F;F,L","index1",NA,2,0,NA,1,10
17,3,1,"F,F;F,L","index1",NA,2,0,40,2,20
17,3,2,"F,F;F,L","index1",90,6,1,40,2,20
17,3,1,"F,F;F,L","index1",NA,1,0,70,3,20
17,3,2,"F,F;F,L","index1",NA,5,0,70,3,20
17,4,1,"F,F;L,L","index1",NA,2,0,NA,1,10
17,4,2,"F,F;L,L","index1",NA,2,0,NA,1,10
17,4,1,"F,F;L,L","index1",90,7,1,50,2,20
17,4,2,"F,F;L,L","index1",90,7,1,50,2,20
17,4,1,"F,F;L,L","index1",80,9,1,95,3,20
17,4,2,"F,F;L,L","index1",80,9,1,95,3,20
17,5,1,"L,L;L,L","index1",60,9,1,NA,1,10
17,5,2,"L,L;L,L","index1",60,9,1,NA,1,10
17,5,1,"L,L;L,L","index1",60,9,1,100,2,20
17,5,2,"L,L;L,L","index1",60,9,1,100,2,20
17,5,1,"L,L;L,L","index1",25,9,1,100,3,20
17,5,2,"L,L;L,L","index1",25,9,1,100,3,20
17,6,1,"F,L;F,L","index1",NA,2,0,NA,1,10
17,6,2,"F,L;F,L","index1",80,8,1,NA,1,10
17,6,1,"F,L;F,L","index1",NA,2,0,50,2,20
17,6,2,"F,L;F,L","index1",80,8,1,90,2,20
17,6,1,"F,L;F,L","index1",100,2,1,75,3,20
17,6,2,"F,L;F,L","index1",80,8,1,75,3,20
18,1,1,"F,F;F,L","index1",NA,4,0,NA,1,10
18,1,2,"F,F;F,L","index1",NA,3,0,NA,1,10
18,1,1,"F,F;F,L","index1",NA,4,0,50,2,20
18,1,2,"F,F;F,L","index1",90,7,1,60,2,20
18,1,1,"F,F;F,L","index1",NA,2,0,100,3,20
18,1,2,"F,F;F,L","index1",NA,7,0,100,3,20
18,2,1,"F,L;F,L","index1",NA,6,0,NA,1,10
18,2,2,"F,L;F,L","index1",70,8,1,NA,1,10
18,2,1,"F,L;F,L","index1",NA,2,0,70,2,20
18,2,2,"F,L;F,L","index1",85,8,1,90,2,20
18,2,1,"F,L;F,L","index1",90,3,1,100,3,20
18,2,2,"F,L;F,L","index1",60,8,1,100,3,20
18,3,1,"L,L;L,L","index1",70,6,1,NA,1,10
18,3,2,"L,L;L,L","index1",70,8,1,NA,1,10
18,3,1,"L,L;L,L","index1",80,7,1,80,2,20
18,3,2,"L,L;L,L","index1",80,7,1,90,2,20
18,3,1,"L,L;L,L","index1",70,7,1,100,3,20
18,3,2,"L,L;L,L","index1",70,7,1,100,3,20
18,4,1,"F,F;F,F","index1",NA,5,0,NA,1,10
18,4,2,"F,F;F,F","index1",NA,4,0,NA,1,10
18,4,1,"F,F;F,F","index1",NA,3,0,50,2,20
18,4,2,"F,F;F,F","index1",NA,3,0,35,2,20
18,4,1,"F,F;F,F","index1",NA,3,0,70,3,20
18,4,2,"F,F;F,F","index1",NA,3,0,70,3,20
18,5,1,"F,F;L,L","index1",NA,6,0,NA,1,10
18,5,2,"F,F;L,L","index1",NA,4,0,NA,1,10
18,5,1,"F,F;L,L","index1",70,6,1,80,2,20
18,5,2,"F,F;L,L","index1",70,8,1,40,2,20
18,5,1,"F,F;L,L","index1",40,6,1,100,3,20
18,5,2,"F,F;L,L","index1",40,7,1,100,3,20
18,6,1,"F,L;L,L","index1",NA,7,0,NA,1,10
18,6,2,"F,L;L,L","index1",50,9,1,NA,1,10
18,6,1,"F,L;L,L","index1",100,8,1,80,2,20
18,6,2,"F,L;L,L","index1",80,8,1,90,2,20
18,6,1,"F,L;L,L","index1",40,8,1,100,3,20
18,6,2,"F,L;L,L","index1",40,8,1,100,3,20
19,1,1,"L,L;L,L","index1",100,5,1,NA,1,10
19,1,2,"L,L;L,L","index1",100,5,1,NA,1,10
19,1,1,"L,L;L,L","index1",100,5,1,100,2,20
19,1,2,"L,L;L,L","index1",100,5,1,100,2,20
19,1,1,"L,L;L,L","index1",100,5,1,100,3,20
19,1,2,"L,L;L,L","index1",100,5,1,100,3,20
19,2,1,"F,F;L,L","index1",NA,1,0,NA,1,10
19,2,2,"F,F;L,L","index1",NA,1,0,NA,1,10
19,2,1,"F,F;L,L","index1",50,5,1,50,2,20
19,2,2,"F,F;L,L","index1",50,5,1,50,2,20
19,2,1,"F,F;L,L","index1",100,5,1,75,3,20
19,2,2,"F,F;L,L","index1",100,5,1,75,3,20
19,3,1,"F,L;L,L","index1",NA,1,0,NA,1,10
19,3,2,"F,L;L,L","index1",100,5,1,NA,1,10
19,3,1,"F,L;L,L","index1",100,5,1,50,2,20
19,3,2,"F,L;L,L","index1",100,5,1,100,2,20
19,3,1,"F,L;L,L","index1",100,5,1,100,3,20
19,3,2,"F,L;L,L","index1",100,6,1,100,3,20
19,4,1,"F,F;F,F","index1",NA,4,0,NA,1,10
19,4,2,"F,F;F,F","index1",NA,4,0,NA,1,10
19,4,1,"F,F;F,F","index1",NA,1,0,50,2,20
19,4,2,"F,F;F,F","index1",NA,1,0,50,2,20
19,4,1,"F,F;F,F","index1",NA,1,0,50,3,20
19,4,2,"F,F;F,F","index1",NA,1,0,50,3,20
19,5,1,"F,F;F,L","index1",NA,1,0,NA,1,10
19,5,2,"F,F;F,L","index1",NA,1,0,NA,1,10
19,5,1,"F,F;F,L","index1",NA,1,0,50,2,20
19,5,2,"F,F;F,L","index1",50,5,1,50,2,20
19,5,1,"F,F;F,L","index1",NA,1,0,40,3,20
19,5,2,"F,F;F,L","index1",NA,5,0,40,3,20
19,6,1,"F,L;F,L","index1",NA,1,0,NA,1,10
19,6,2,"F,L;F,L","index1",100,5,1,NA,1,10
19,6,1,"F,L;F,L","index1",NA,1,0,50,2,20
19,6,2,"F,L;F,L","index1",100,6,1,100,2,20
19,6,1,"F,L;F,L","index1",50,4,1,50,3,20
19,6,2,"F,L;F,L","index1",100,6,1,50,3,20
20,1,1,"L,L;L,L","index1",5,4,1,NA,1,10
20,1,2,"L,L;L,L","index1",5,4,1,NA,1,10
20,1,1,"L,L;L,L","index1",70,8,1,50,2,20
20,1,2,"L,L;L,L","index1",70,8,1,50,2,20
20,1,1,"L,L;L,L","index1",80,7,1,100,3,20
20,1,2,"L,L;L,L","index1",80,7,1,100,3,20
20,2,1,"F,F;L,L","index1",NA,4,0,NA,1,10
20,2,2,"F,F;L,L","index1",NA,4,0,NA,1,10
20,2,1,"F,F;L,L","index1",90,6,1,10,2,20
20,2,2,"F,F;L,L","index1",90,6,1,10,2,20
20,2,1,"F,F;L,L","index1",70,6,1,50,3,20
20,2,2,"F,F;L,L","index1",70,6,1,50,3,20
20,3,1,"F,L;F,L","index1",NA,3,0,NA,1,10
20,3,2,"F,L;F,L","index1",60,6,1,NA,1,10
20,3,1,"F,L;F,L","index1",NA,2,0,20,2,20
20,3,2,"F,L;F,L","index1",80,7,1,70,2,20
20,3,1,"F,L;F,L","index1",70,2,1,65,3,20
20,3,2,"F,L;F,L","index1",80,6,1,65,3,20
20,4,1,"F,L;L,L","index1",NA,3,0,NA,1,10
20,4,2,"F,L;L,L","index1",60,6,1,NA,1,10
20,4,1,"F,L;L,L","index1",70,5,1,20,2,20
20,4,2,"F,L;L,L","index1",80,7,1,60,2,20
20,4,1,"F,L;L,L","index1",60,5,1,80,3,20
20,4,2,"F,L;L,L","index1",80,8,1,80,3,20
20,5,1,"F,F;F,F","index1",NA,2,0,NA,1,10
20,5,2,"F,F;F,F","index1",NA,3,0,NA,1,10
20,5,1,"F,F;F,F","index1",NA,2,0,10,2,20
20,5,2,"F,F;F,F","index1",NA,2,0,20,2,20
20,5,1,"F,F;F,F","index1",NA,2,0,40,3,20
20,5,2,"F,F;F,F","index1",NA,2,0,40,3,20
20,6,1,"F,F;F,L","index1",NA,2,0,NA,1,10
20,6,2,"F,F;F,L","index1",NA,2,0,NA,1,10
20,6,1,"F,F;F,L","index1",NA,2,0,20,2,20
20,6,2,"F,F;F,L","index1",80,6,1,20,2,20
20,6,1,"F,F;F,L","index1",NA,2,0,55,3,20
20,6,2,"F,F;F,L","index1",NA,4,0,55,3,20
21,1,1,"F,F;L,L","index1",NA,2,0,NA,1,10
21,1,2,"F,F;L,L","index1",NA,3,0,NA,1,10
21,1,1,"F,F;L,L","index1",100,6,1,20,2,20
21,1,2,"F,F;L,L","index1",100,6,1,30,2,20
21,1,1,"F,F;L,L","index1",80,6,1,100,3,20
21,1,2,"F,F;L,L","index1",80,6,1,100,3,20
21,2,1,"F,F;F,L","index1",NA,4,0,NA,1,10
21,2,2,"F,F;F,L","index1",NA,4,0,NA,1,10
21,2,1,"F,F;F,L","index1",NA,4,0,60,2,20
21,2,2,"F,F;F,L","index1",90,7,1,70,2,20
21,2,1,"F,F;F,L","index1",NA,4,0,100,3,20
21,2,2,"F,F;F,L","index1",NA,5,0,100,3,20
21,3,1,"F,L;L,L","index1",NA,5,0,NA,1,10
21,3,2,"F,L;L,L","index1",90,8,1,NA,1,10
21,3,1,"F,L;L,L","index1",100,6,1,60,2,20
21,3,2,"F,L;L,L","index1",90,9,1,90,2,20
21,3,1,"F,L;L,L","index1",100,6,1,90,3,20
21,3,2,"F,L;L,L","index1",100,9,1,90,3,20
21,4,1,"F,F;F,F","index1",NA,5,0,NA,1,10
21,4,2,"F,F;F,F","index1",NA,5,0,NA,1,10
21,4,1,"F,F;F,F","index1",NA,3,0,60,2,20
21,4,2,"F,F;F,F","index1",NA,3,0,50,2,20
21,4,1,"F,F;F,F","index1",NA,2,0,40,3,20
21,4,2,"F,F;F,F","index1",NA,2,0,40,3,20
21,5,1,"F,L;F,L","index1",NA,3,0,NA,1,10
21,5,2,"F,L;F,L","index1",80,8,1,NA,1,10
21,5,1,"F,L;F,L","index1",NA,2,0,40,2,20
21,5,2,"F,L;F,L","index1",90,8,1,80,2,20
21,5,1,"F,L;F,L","index1",100,4,1,70,3,20
21,5,2,"F,L;F,L","index1",80,9,1,70,3,20
21,6,1,"L,L;L,L","index1",70,8,1,NA,1,10
21,6,2,"L,L;L,L","index1",70,8,1,NA,1,10
21,6,1,"L,L;L,L","index1",70,10,1,90,2,20
21,6,2,"L,L;L,L","index1",70,10,1,90,2,20
21,6,1,"L,L;L,L","index1",60,10,1,100,3,20
21,6,2,"L,L;L,L","index1",60,10,1,100,3,20
22,1,1,"F,F;F,L","index1",NA,5,0,NA,1,10
22,1,2,"F,F;F,L","index1",NA,5,0,NA,1,10
22,1,1,"F,F;F,L","index1",NA,2,0,5,2,20
22,1,2,"F,F;F,L","index1",8,8,1,5,2,20
22,1,1,"F,F;F,L","index1",NA,1,0,100,3,20
22,1,2,"F,F;F,L","index1",NA,5,0,100,3,20
22,2,1,"F,F;F,F","index1",NA,5,0,NA,1,10
22,2,2,"F,F;F,F","index1",NA,5,0,NA,1,10
22,2,1,"F,F;F,F","index1",NA,1,0,50,2,20
22,2,2,"F,F;F,F","index1",NA,1,0,50,2,20
22,2,1,"F,F;F,F","index1",NA,1,0,0,3,20
22,2,2,"F,F;F,F","index1",NA,1,0,0,3,20
22,3,1,"L,L;L,L","index1",50,8,1,NA,1,10
22,3,2,"L,L;L,L","index1",50,8,1,NA,1,10
22,3,1,"L,L;L,L","index1",50,10,1,100,2,20
22,3,2,"L,L;L,L","index1",50,10,1,100,2,20
22,3,1,"L,L;L,L","index1",50,10,1,100,3,20
22,3,2,"L,L;L,L","index1",50,10,1,100,3,20
22,4,1,"F,L;L,L","index1",NA,2,0,NA,1,10
22,4,2,"F,L;L,L","index1",80,6,1,NA,1,10
22,4,1,"F,L;L,L","index1",100,7,1,20,2,20
22,4,2,"F,L;L,L","index1",70,8,1,90,2,20
22,4,1,"F,L;L,L","index1",100,6,1,90,3,20
22,4,2,"F,L;L,L","index1",70,8,1,90,3,20
22,5,1,"F,F;L,L","index1",NA,1,0,NA,1,10
22,5,2,"F,F;L,L","index1",NA,1,0,NA,1,10
22,5,1,"F,F;L,L","index1",100,5,1,30,2,20
22,5,2,"F,F;L,L","index1",100,5,1,30,2,20
22,5,1,"F,F;L,L","index1",50,5,1,80,3,20
22,5,2,"F,F;L,L","index1",50,5,1,80,3,20
22,6,1,"F,L;F,L","index1",NA,5,0,NA,1,10
22,6,2,"F,L;F,L","index1",50,10,1,NA,1,10
22,6,1,"F,L;F,L","index1",NA,1,0,50,2,20
22,6,2,"F,L;F,L","index1",60,8,1,100,2,20
22,6,1,"F,L;F,L","index1",100,2,1,30,3,20
22,6,2,"F,L;F,L","index1",70,8,1,30,3,20
23,1,1,"F,F;F,F","index1",NA,4,0,NA,1,10
23,1,2,"F,F;F,F","index1",NA,4,0,NA,1,10
23,1,1,"F,F;F,F","index1",NA,3,0,50,2,20
23,1,2,"F,F;F,F","index1",NA,3,0,50,2,20
23,1,1,"F,F;F,F","index1",NA,2,0,70,3,20
23,1,2,"F,F;F,F","index1",NA,2,0,70,3,20
23,2,1,"F,L;F,L","index1",NA,4,0,NA,1,10
23,2,2,"F,L;F,L","index1",8,7,1,NA,1,10
23,2,1,"F,L;F,L","index1",NA,3,0,40,2,20
23,2,2,"F,L;F,L","index1",8,8,1,100,2,20
23,2,1,"F,L;F,L","index1",80,3,1,100,3,20
23,2,2,"F,L;F,L","index1",80,8,1,100,3,20
23,3,1,"L,L;L,L","index1",50,9,1,NA,1,10
23,3,2,"L,L;L,L","index1",50,9,1,NA,1,10
23,3,1,"L,L;L,L","index1",50,9,1,100,2,20
23,3,2,"L,L;L,L","index1",50,9,1,100,2,20
23,3,1,"L,L;L,L","index1",25,9,1,100,3,20
23,3,2,"L,L;L,L","index1",25,9,1,100,3,20
23,4,1,"F,F;L,L","index1",NA,3,0,NA,1,10
23,4,2,"F,F;L,L","index1",NA,3,0,NA,1,10
23,4,1,"F,F;L,L","index1",100,6,1,20,2,20
23,4,2,"F,F;L,L","index1",100,6,1,20,2,20
23,4,1,"F,F;L,L","index1",50,6,1,100,3,20
23,4,2,"F,F;L,L","index1",50,6,1,100,3,20
23,5,1,"F,F;F,L","index1",NA,3,0,NA,1,10
23,5,2,"F,F;F,L","index1",NA,3,0,NA,1,10
23,5,1,"F,F;F,L","index1",NA,3,0,25,2,20
23,5,2,"F,F;F,L","index1",100,6,1,25,2,20
23,5,1,"F,F;F,L","index1",NA,6,0,100,3,20
23,5,2,"F,F;F,L","index1",NA,3,0,100,3,20
23,6,1,"F,L;L,L","index1",NA,3,0,NA,1,10
23,6,2,"F,L;L,L","index1",100,6,1,NA,1,10
23,6,1,"F,L;L,L","index1",100,6,1,25,2,20
23,6,2,"F,L;L,L","index1",75,8,1,100,2,20
23,6,1,"F,L;L,L","index1",80,6,1,100,3,20
23,6,2,"F,L;L,L","index1",50,8,1,100,3,20
24,1,1,"L,L;L,L","index1",70,7,1,NA,1,10
24,1,2,"L,L;L,L","index1",80,6,1,NA,1,10
24,1,1,"L,L;L,L","index1",75,8,1,75,2,20
24,1,2,"L,L;L,L","index1",75,8,1,95,2,20
24,1,1,"L,L;L,L","index1",50,7,1,95,3,20
24,1,2,"L,L;L,L","index1",50,7,1,95,3,20
24,2,1,"F,L;L,L","index1",NA,3,0,NA,1,10
24,2,2,"F,L;L,L","index1",90,6,1,NA,1,10
24,2,1,"F,L;L,L","index1",99,5,1,40,2,20
24,2,2,"F,L;L,L","index1",75,7,1,75,2,20
24,2,1,"F,L;L,L","index1",100,4,1,80,3,20
24,2,2,"F,L;L,L","index1",75,7,1,80,3,20
24,3,1,"F,F;L,L","index1",NA,3,0,NA,1,10
24,3,2,"F,F;L,L","index1",NA,3,0,NA,1,10
24,3,1,"F,F;L,L","index1",85,5,1,50,2,20
24,3,2,"F,F;L,L","index1",90,5,1,50,2,20
24,3,1,"F,F;L,L","index1",90,4,1,73,3,20
24,3,2,"F,F;L,L","index1",90,4,1,73,3,20
24,4,1,"F,F;F,L","index1",NA,2,0,NA,1,10
24,4,2,"F,F;F,L","index1",NA,2,0,NA,1,10
24,4,1,"F,F;F,L","index1",NA,2,0,30,2,20
24,4,2,"F,F;F,L","index1",99,4,1,30,2,20
24,4,1,"F,F;F,L","index1",NA,2,0,50,3,20
24,4,2,"F,F;F,L","index1",NA,2,0,50,3,20
24,5,1,"F,L;F,L","index1",NA,1,0,NA,1,10
24,5,2,"F,L;F,L","index1",85,7,1,NA,1,10
24,5,1,"F,L;F,L","index1",NA,1,0,35,2,20
24,5,2,"F,L;F,L","index1",85,7,1,75,2,20
24,5,1,"F,L;F,L","index1",75,1,1,65,3,20
24,5,2,"F,L;F,L","index1",100,8,1,65,3,20
24,6,1,"F,F;F,F","index1",NA,1,0,NA,1,10
24,6,2,"F,F;F,F","index1",NA,1,0,NA,1,10
24,6,1,"F,F;F,F","index1",NA,1,0,10,2,20
24,6,2,"F,F;F,F","index1",NA,1,0,10,2,20
24,6,1,"F,F;F,F","index1",NA,1,0,15,3,20
24,6,2,"F,F;F,F","index1",NA,1,0,15,3,20
25,1,1,"F,L;F,L","index1",NA,3,0,NA,1,10
25,1,2,"F,L;F,L","index1",9,7,1,NA,1,10
25,1,1,"F,L;F,L","index1",NA,2,0,10,2,20
25,1,2,"F,L;F,L","index1",100,8,1,70,2,20
25,1,1,"F,L;F,L","index1",100,1,1,70,3,20
25,1,2,"F,L;F,L","index1",70,7,1,70,3,20
25,2,1,"L,L;L,L","index1",70,5,1,NA,1,10
25,2,2,"L,L;L,L","index1",70,5,1,NA,1,10
25,2,1,"L,L;L,L","index1",70,7,1,100,2,20
25,2,2,"L,L;L,L","index1",70,7,1,100,2,20
25,2,1,"L,L;L,L","index1",50,7,1,100,3,20
25,2,2,"L,L;L,L","index1",50,7,1,100,3,20
25,3,1,"F,F;F,F","index1",NA,3,0,NA,1,10
25,3,2,"F,F;F,F","index1",NA,3,0,NA,1,10
25,3,1,"F,F;F,F","index1",NA,2,0,50,2,20
25,3,2,"F,F;F,F","index1",NA,2,0,50,2,20
25,3,1,"F,F;F,F","index1",NA,1,0,50,3,20
25,3,2,"F,F;F,F","index1",NA,1,0,50,3,20
25,4,1,"F,F;F,L","index1",NA,4,0,NA,1,10
25,4,2,"F,F;F,L","index1",NA,4,0,NA,1,10
25,4,1,"F,F;F,L","index1",NA,3,0,50,2,20
25,4,2,"F,F;F,L","index1",70,7,1,50,2,20
25,4,1,"F,F;F,L","index1",NA,2,0,60,3,20
25,4,2,"F,F;F,L","index1",NA,7,0,60,3,20
25,5,1,"F,L;L,L","index1",NA,2,0,NA,1,10
25,5,2,"F,L;L,L","index1",70,7,1,NA,1,10
25,5,1,"F,L;L,L","index1",70,7,1,50,2,20
25,5,2,"F,L;L,L","index1",70,7,1,100,2,20
25,5,1,"F,L;L,L","index1",50,8,1,100,3,20
25,5,2,"F,L;L,L","index1",50,8,1,100,3,20
25,6,1,"F,F;L,L","index1",NA,2,0,NA,1,10
25,6,2,"F,F;L,L","index1",NA,2,0,NA,1,10
25,6,1,"F,F;L,L","index1",60,7,1,50,2,20
25,6,2,"F,F;L,L","index1",60,7,1,50,2,20
25,6,1,"F,F;L,L","index1",55,7,1,90,3,20
25,6,2,"F,F;L,L","index1",55,7,1,90,3,20
26,1,1,"F,F;F,F","index1",NA,4,0,NA,1,10
26,1,2,"F,F;F,F","index1",NA,4,0,NA,1,10
26,1,1,"F,F;F,F","index1",NA,2,0,30,2,20
